date,home_team,away_team,home_score,away_score,tournament
1946-12-16,Panamá,Venezuela,2.0,1.0,Central American and Caribbean Games
1946-12-17,Panamá,Curaçao,2.0,2.0,Central American and Caribbean Games
1946-12-18,Colombia,Costa Rica,4.0,1.0,Central American and Caribbean Games
1946-12-19,Curaçao,Venezuela,1.0,0.0,Central American and Caribbean Games
1946-12-20,Colombia,Panamá,2.0,1.0,Central American and Caribbean Games
1946-12-20,Curaçao,Costa Rica,4.0,2.0,Central American and Caribbean Games
1946-12-21,Panamá,Costa Rica,2.0,0.0,Central American and Caribbean Games
1947-01-05,Portugal,Suiza,2.0,2.0,Friendly
1947-01-26,Portugal,España,4.0,1.0,Friendly
1947-03-01,Curaçao,Trinidad And Tobago,4.0,0.0,Friendly
1947-03-02,Curaçao,Trinidad And Tobago,3.0,0.0,Friendly
1947-03-02,Republic Of Ireland,España,3.0,2.0,Friendly
1947-03-23,Francia,Portugal,1.0,0.0,Friendly
1947-03-29,Uruguay,Brasil,0.0,0.0,Copa Rio Branco
1947-04-01,Brasil,Uruguay,3.0,2.0,Copa Rio Branco
1947-04-07,Países Bajos,Bélgica,2.0,1.0,Friendly
1947-04-12,Inglaterra,Scotland,1.0,1.0,British Home Championship
1947-04-27,Italia,Suiza,5.0,2.0,Friendly
1947-05-03,Inglaterra,Francia,3.0,0.0,Friendly
1947-05-04,Bélgica,Países Bajos,1.0,2.0,Friendly
1947-05-04,Hungary,Austria,5.0,2.0,Friendly
1947-05-04,Republic Of Ireland,Portugal,0.0,2.0,Friendly
1947-05-10,Australia,South Africa,1.0,2.0,Friendly
1947-05-18,Bélgica,Scotland,2.0,1.0,Friendly
1947-05-18,Suiza,Inglaterra,1.0,0.0,Friendly
1947-05-24,Australia,South Africa,2.0,4.0,Friendly
1947-05-24,Luxembourg,Scotland,0.0,6.0,Friendly
1947-05-25,Portugal,Inglaterra,0.0,10.0,Friendly
1947-05-26,Francia,Países Bajos,4.0,0.0,Friendly
1947-05-31,Australia,South Africa,3.0,3.0,Friendly
1947-06-01,Francia,Bélgica,4.0,2.0,Friendly
1947-06-07,Australia,South Africa,5.0,1.0,Friendly
1947-06-08,Suiza,Francia,1.0,2.0,Friendly
1947-06-11,Noruega,Polonia,3.0,1.0,Friendly
1947-06-14,Australia,South Africa,1.0,2.0,Friendly
1947-06-15,Dinamarca,Suecia,1.0,4.0,Nordic Championship
1947-06-21,Curaçao,Aruba,4.0,1.0,Friendly
1947-06-22,Curaçao,Aruba,0.0,0.0,Friendly
1947-06-26,Finland,Noruega,1.0,2.0,Friendly
1947-06-26,Suecia,Dinamarca,6.0,1.0,Friendly
1947-06-28,Nueva Zelanda,South Africa,5.0,6.0,Friendly
1947-06-28,Noruega,Suecia,1.0,5.0,Friendly
1947-07-05,Nueva Zelanda,South Africa,0.0,6.0,Friendly
1947-07-12,Nueva Zelanda,South Africa,3.0,8.0,Friendly
1947-07-13,México,Estados Unidos,5.0,0.0,NAFC Championship
1947-07-17,Cuba,México,1.0,3.0,NAFC Championship
1947-07-19,Nueva Zelanda,South Africa,1.0,4.0,Friendly
1947-07-20,Cuba,Estados Unidos,5.0,2.0,NAFC Championship
1947-07-24,Iceland,Noruega,2.0,4.0,Friendly
1947-08-24,Suecia,Finland,7.0,0.0,Nordic Championship
1947-09-07,Finland,Noruega,3.0,3.0,Nordic Championship
1947-09-14,Austria,Hungary,4.0,3.0,Friendly
1947-09-14,Suecia,Polonia,5.0,4.0,Friendly
1947-09-21,Bélgica,Inglaterra,2.0,5.0,Friendly
1947-09-21,Países Bajos,Suiza,6.0,2.0,Friendly
1947-09-21,Noruega,Dinamarca,3.0,5.0,Nordic Championship
1947-10-04,Northern Ireland,Scotland,2.0,0.0,British Home Championship
1947-10-05,Czechoslovakia,Austria,3.0,2.0,Friendly
1947-10-05,Suecia,Noruega,4.0,1.0,Nordic Championship
1947-10-18,Wales,Inglaterra,0.0,3.0,British Home Championship
1947-10-19,Catalonia,España,3.0,1.0,Friendly
1947-10-26,Iran,Turquía,1.0,3.0,Friendly
1947-11-02,Suiza,Bélgica,4.0,0.0,Friendly
1947-11-05,Inglaterra,Northern Ireland,2.0,2.0,British Home Championship
1947-11-09,Austria,Italia,5.0,1.0,Friendly
1947-11-12,Scotland,Wales,1.0,2.0,British Home Championship
1947-11-19,Inglaterra,Suecia,4.0,2.0,Friendly
1947-11-23,Portugal,Francia,2.0,4.0,Friendly
1947-11-30,Ecuador,Bolivia,2.0,2.0,Copa América
1947-12-02,Argentina,Paraguay,6.0,0.0,Copa América
1947-12-02,Colombia,Uruguay,0.0,2.0,Copa América
1947-12-04,Argentina,Bolivia,7.0,0.0,Copa América
1947-12-04,Ecuador,Colombia,0.0,0.0,Copa América
1947-12-06,Chile,Uruguay,0.0,6.0,Copa América
1947-12-06,Paraguay,Perú,2.0,2.0,Copa América
1947-12-09,Bolivia,Uruguay,0.0,3.0,Copa América
1947-12-11,Argentina,Perú,3.0,2.0,Copa América
1947-12-11,Ecuador,Chile,0.0,3.0,Copa América
1947-12-13,Bolivia,Colombia,0.0,0.0,Copa América
1947-12-13,Paraguay,Uruguay,4.0,2.0,Copa América
1947-12-16,Argentina,Chile,1.0,1.0,Copa América
1947-12-16,Ecuador,Uruguay,1.0,6.0,Copa América
1947-12-18,Argentina,Colombia,6.0,0.0,Copa América
1947-12-18,Bolivia,Paraguay,1.0,3.0,Copa América
1947-12-20,Colombia,Paraguay,0.0,2.0,Copa América
1947-12-20,Ecuador,Perú,0.0,0.0,Copa América
1947-12-23,Chile,Paraguay,0.0,1.0,Copa América
1947-12-23,Colombia,Perú,1.0,5.0,Copa América
1947-12-25,Ecuador,Argentina,0.0,2.0,Copa América
1947-12-25,Perú,Uruguay,0.0,1.0,Copa América
1947-12-28,Argentina,Uruguay,3.0,1.0,Copa América
1947-12-29,Chile,Colombia,4.0,1.0,Copa América
1947-12-29,Ecuador,Paraguay,0.0,4.0,Copa América
1948-03-04,Panamá,Curaçao,1.0,3.0,CCCF Championship
1948-03-05,Guatemala,Curaçao,2.0,2.0,CCCF Championship
1948-03-07,Costa Rica,Curaçao,2.0,1.0,CCCF Championship
1948-03-07,El Salvador,Panamá,1.0,2.0,CCCF Championship
1948-03-09,El Salvador,Curaçao,1.0,0.0,CCCF Championship
1948-03-09,Guatemala,Panamá,4.0,3.0,CCCF Championship
1948-03-11,Costa Rica,Panamá,3.0,1.0,CCCF Championship
1948-03-11,Curaçao,El Salvador,0.0,2.0,CCCF Championship
1948-03-14,Bélgica,Países Bajos,1.0,1.0,Friendly
1948-03-14,Curaçao,Panamá,2.0,5.0,CCCF Championship
1948-03-16,Panamá,El Salvador,2.0,0.0,CCCF Championship
1948-03-18,Guatemala,Curaçao,2.0,2.0,CCCF Championship
1948-03-20,Curaçao,Costa Rica,4.0,1.0,CCCF Championship
1948-03-21,Guatemala,Panamá,4.0,5.0,CCCF Championship
1948-03-21,España,Portugal,2.0,0.0,Friendly
1948-04-04,Francia,Italia,1.0,3.0,Friendly
1948-04-04,Uruguay,Brasil,1.0,1.0,Copa Rio Branco
1948-04-10,Scotland,Inglaterra,0.0,2.0,British Home Championship
1948-04-11,Uruguay,Brasil,4.0,2.0,Copa Rio Branco
1948-04-18,Austria,Suiza,3.0,1.0,Friendly
1948-04-18,Países Bajos,Bélgica,2.0,2.0,Friendly
1948-04-21,Hungary,Suiza,7.0,4.0,Central European International Cup
1948-04-23,Greece,Turquía,1.0,3.0,Friendly
1948-04-28,Scotland,Bélgica,2.0,0.0,Friendly
1948-05-02,Austria,Hungary,3.0,2.0,Central European International Cup
1948-05-16,Italia,Inglaterra,0.0,4.0,Friendly
1948-05-17,Suiza,Scotland,2.0,1.0,Friendly
1948-05-23,Francia,Scotland,3.0,0.0,Friendly
1948-05-23,Portugal,Republic Of Ireland,2.0,0.0,Friendly
1948-05-25,RD Congo,Zambia,2.0,3.0,Friendly
1948-05-26,Noruega,Países Bajos,1.0,2.0,Friendly
1948-05-30,España,Republic Of Ireland,2.0,1.0,Friendly
1948-05-30,Turquía,Austria,0.0,1.0,Friendly
1948-06-06,Bélgica,Francia,4.0,2.0,Friendly
1948-06-09,Países Bajos,Suecia,1.0,0.0,Friendly
1948-06-12,Czechoslovakia,Francia,0.0,4.0,Friendly
1948-06-12,Dinamarca,Noruega,1.0,2.0,Nordic Championship
1948-06-20,Suiza,España,3.0,3.0,Friendly
1948-07-11,Suecia,Austria,3.0,2.0,Friendly
1948-08-02,Suecia,Austria,3.0,0.0,Friendly
1948-08-06,Noruega,Estados Unidos,11.0,0.0,Friendly
1948-08-11,Northern Ireland,Estados Unidos,5.0,0.0,Friendly
1948-08-14,Nueva Zelanda,Australia,0.0,6.0,Soccer Ashes
1948-08-28,Nueva Zelanda,Australia,0.0,7.0,Soccer Ashes
1948-09-04,Nueva Zelanda,Australia,0.0,4.0,Soccer Ashes
1948-09-05,Noruega,Finland,2.0,0.0,Nordic Championship
1948-09-11,Nueva Zelanda,Australia,1.0,8.0,Friendly
1948-09-19,Finland,Suecia,2.0,2.0,Nordic Championship
1948-09-19,Noruega,Suecia,3.0,5.0,Nordic Championship
1948-09-26,Dinamarca,Inglaterra,0.0,0.0,Friendly
1948-09-26,Estados Unidos,Israel,3.0,1.0,Friendly
1948-10-03,Hungary,Austria,2.0,1.0,Friendly
1948-10-09,Northern Ireland,Inglaterra,2.0,6.0,British Home Championship
1948-10-10,Suecia,Dinamarca,1.0,0.0,Nordic Championship
1948-10-10,Suiza,Czechoslovakia,1.0,1.0,Central European International Cup
1948-10-11,Jamaica,Haití,1.0,0.0,Friendly
1948-10-13,Jamaica,Haití,1.0,2.0,Friendly
1948-10-16,Jamaica,Haití,3.0,0.0,Friendly
1948-10-17,Francia,Bélgica,3.0,3.0,Friendly
1948-10-23,Trinidad And Tobago,Haití,0.0,0.0,Friendly
1948-10-23,Wales,Scotland,1.0,3.0,British Home Championship
1948-10-27,Trinidad And Tobago,Haití,4.0,0.0,Friendly
1948-10-28,Iran,Turquía,1.0,1.0,Friendly
1948-10-30,Trinidad And Tobago,Haití,4.0,0.0,Friendly
1948-10-31,Czechoslovakia,Austria,3.0,1.0,Central European International Cup
1948-11-10,Inglaterra,Wales,1.0,0.0,British Home Championship
1948-11-14,Austria,Suecia,2.0,1.0,Friendly
1948-11-17,Scotland,Northern Ireland,3.0,2.0,British Home Championship
1948-11-21,Bélgica,Países Bajos,1.0,1.0,Friendly
1948-11-28,Turquía,Greece,2.0,1.0,Friendly
1948-12-02,Inglaterra,Suiza,6.0,0.0,Friendly
1948-12-05,Republic Of Ireland,Suiza,0.0,1.0,Friendly
1948-12-16,Guadeloupe,Haití,1.0,0.0,Friendly
1948-12-24,Egipto,Noruega,1.0,1.0,Friendly
1949-01-02,China,Corea del Sur,3.0,2.0,Friendly
1949-01-02,España,Bélgica,1.0,1.0,Friendly
1949-01-16,Vietnam,Corea del Sur,3.0,3.0,Friendly
1949-01-25,Macau,Corea del Sur,1.0,5.0,Friendly
1949-02-27,Italia,Portugal,4.0,1.0,Friendly
1949-03-13,Países Bajos,Bélgica,3.0,3.0,Friendly
1949-03-20,Austria,Turquía,1.0,0.0,Friendly
1949-03-20,Portugal,España,1.0,1.0,Friendly
1949-03-27,España,Italia,1.0,3.0,Friendly
1949-04-03,Brasil,Ecuador,9.0,1.0,Copa América
1949-04-03,Suiza,Austria,1.0,2.0,Central European International Cup
1949-04-06,Colombia,Paraguay,0.0,3.0,Copa América
1949-04-09,Inglaterra,Scotland,1.0,3.0,British Home Championship
1949-04-10,Brasil,Bolivia,10.0,1.0,Copa América
1949-04-10,Colombia,Perú,0.0,4.0,Copa América
1949-04-10,Ecuador,Paraguay,0.0,1.0,Copa América
1949-04-13,Brasil,Chile,2.0,1.0,Copa América
1949-04-13,Ecuador,Uruguay,2.0,3.0,Copa América
1949-04-13,Paraguay,Perú,3.0,1.0,Copa América
1949-04-17,Bolivia,Uruguay,3.0,2.0,Copa América
1949-04-17,Brasil,Colombia,5.0,0.0,Copa América
1949-04-17,Chile,Ecuador,1.0,0.0,Copa América
1949-04-20,Chile,Colombia,1.0,1.0,Copa América
1949-04-20,Ecuador,Perú,0.0,4.0,Copa América
1949-04-20,Haití,Trinidad And Tobago,2.0,2.0,Friendly
1949-04-20,Paraguay,Uruguay,1.0,2.0,Copa América
1949-04-23,Haití,Trinidad And Tobago,2.0,3.0,Friendly
1949-04-23,Países Bajos,Francia,4.0,1.0,Friendly
1949-04-24,Brasil,Perú,7.0,1.0,Copa América
1949-04-24,Republic Of Ireland,Bélgica,0.0,2.0,Friendly
1949-04-25,Bolivia,Ecuador,2.0,0.0,Copa América
1949-04-25,Haití,Trinidad And Tobago,5.0,0.0,Friendly
1949-04-25,Uruguay,Colombia,2.0,2.0,Copa América
1949-04-27,Chile,Paraguay,2.0,4.0,Copa América
1949-04-27,Scotland,Francia,2.0,0.0,Friendly
1949-04-30,Bolivia,Paraguay,0.0,7.0,Copa América
1949-04-30,Brasil,Uruguay,5.0,1.0,Copa América
1949-05-03,Colombia,Ecuador,1.0,4.0,Copa América
1949-05-04,Perú,Uruguay,4.0,3.0,Copa América
1949-05-06,Bolivia,Colombia,4.0,0.0,Copa América
1949-05-08,Brasil,Paraguay,1.0,2.0,Copa América
1949-05-08,Chile,Uruguay,3.0,1.0,Copa América
1949-05-08,Hungary,Austria,6.0,1.0,Central European International Cup
1949-05-11,Brasil,Paraguay,7.0,0.0,Copa América
1949-05-12,Egipto,Turquía,2.0,3.0,Friendly
1949-05-13,Suecia,Inglaterra,3.0,1.0,Friendly
1949-05-15,Greece,Turquía,1.0,2.0,Friendly
1949-05-15,Portugal,Wales,3.0,2.0,Friendly
1949-05-18,Greece,Egipto,1.0,3.0,Friendly
1949-05-18,Noruega,Inglaterra,1.0,4.0,Friendly
1949-05-22,Bélgica,Wales,3.0,1.0,Friendly
1949-05-22,Francia,Inglaterra,1.0,3.0,Friendly
1949-05-22,Republic Of Ireland,Portugal,1.0,0.0,Friendly
1949-05-22,Italia,Austria,3.0,1.0,Central European International Cup
1949-05-26,Suiza,Wales,4.0,0.0,Friendly
1949-06-02,Suecia,Republic Of Ireland,3.0,1.0,FIFA World Cup qualification
1949-06-04,Francia,Suiza,4.0,2.0,Friendly
1949-06-12,Dinamarca,Países Bajos,1.0,2.0,Friendly
1949-06-12,Republic Of Ireland,España,1.0,4.0,Friendly
1949-06-16,Finland,Países Bajos,1.0,4.0,Friendly
1949-06-19,Francia,España,1.0,5.0,Friendly
1949-06-19,Noruega,Yugoslavia,1.0,3.0,Friendly
1949-06-19,Suecia,Hungary,2.0,2.0,Friendly
1949-06-19,Estados Unidos,Scotland,0.0,4.0,Friendly
1949-06-26,Suiza,Luxembourg,5.0,2.0,FIFA World Cup qualification
1949-07-08,Finland,Noruega,1.0,1.0,Nordic Championship
1949-07-30,Curaçao,Aruba,3.0,0.0,Friendly
1949-08-03,El Salvador,Panamá,3.0,1.0,Friendly
1949-08-04,El Salvador,Panamá,2.0,3.0,Friendly
1949-09-04,México,Estados Unidos,6.0,0.0,NAFC Championship
1949-09-11,México,Cuba,2.0,0.0,NAFC Championship
1949-09-11,Noruega,Dinamarca,0.0,2.0,Nordic Championship
1949-09-14,Cuba,Estados Unidos,1.0,1.0,NAFC Championship
1949-09-18,Luxembourg,Suiza,2.0,3.0,FIFA World Cup qualification
1949-09-18,México,Estados Unidos,6.0,2.0,FIFA World Cup qualification
1949-09-21,Inglaterra,Republic Of Ireland,0.0,2.0,Friendly
1949-09-21,Estados Unidos,Cuba,5.0,2.0,FIFA World Cup qualification
1949-09-25,Austria,Czechoslovakia,3.0,1.0,Central European International Cup
1949-09-25,México,Cuba,3.0,0.0,FIFA World Cup qualification
1949-10-01,Northern Ireland,Scotland,2.0,8.0,FIFA World Cup qualification
1949-10-02,Bélgica,Suiza,3.0,0.0,Friendly
1949-10-02,Suecia,Finland,8.0,1.0,Nordic Championship
1949-10-02,Suecia,Noruega,3.0,3.0,Nordic Championship
1949-10-09,Yugoslavia,Francia,1.0,1.0,FIFA World Cup qualification
1949-10-15,Wales,Inglaterra,1.0,4.0,FIFA World Cup qualification
1949-10-16,Austria,Hungary,3.0,4.0,Friendly
1949-10-23,Dinamarca,Suecia,3.0,2.0,Nordic Championship
1949-10-30,Francia,Yugoslavia,1.0,1.0,FIFA World Cup qualification
1949-11-06,Países Bajos,Bélgica,0.0,1.0,Friendly
1949-11-09,Scotland,Wales,2.0,0.0,FIFA World Cup qualification
1949-11-13,Francia,Czechoslovakia,1.0,0.0,Friendly
1949-11-13,Republic Of Ireland,Suecia,1.0,3.0,FIFA World Cup qualification
1949-11-13,Yugoslavia,Austria,2.0,5.0,Friendly
1949-11-16,Inglaterra,Northern Ireland,9.0,2.0,FIFA World Cup qualification
1949-11-20,Hungary,Suecia,5.0,0.0,Friendly
1949-11-20,Turquía,Syria,7.0,0.0,FIFA World Cup qualification
1949-11-23,Wales,Bélgica,5.0,1.0,Friendly
1949-11-30,Inglaterra,Italia,2.0,0.0,Friendly
1949-12-11,Francia,Yugoslavia,2.0,3.0,FIFA World Cup qualification
1949-12-11,Países Bajos,Dinamarca,0.0,1.0,Friendly
1949-12-19,Haití,Jamaica,2.0,0.0,Friendly
1949-12-20,Haití,Cuba,3.0,0.0,Friendly
1950-01-24,Zambia,RD Congo,1.0,0.0,Friendly
1950-02-17,Egipto,Greece,2.0,0.0,Friendly
1950-02-26,Croacia,Serbia,4.0,1.0,Friendly
1950-03-05,Italia,Bélgica,3.0,1.0,Friendly
1950-03-19,Austria,Suiza,3.0,3.0,Central European International Cup
1950-03-25,Argentina,Paraguay,2.0,2.0,Copa Chevallier Boutell
1950-03-29,Argentina,Paraguay,4.0,0.0,Copa Chevallier Boutell
1950-04-02,Austria,Italia,1.0,0.0,Central European International Cup
1950-04-02,España,Portugal,5.0,1.0,FIFA World Cup qualification
1950-04-07,Chile,Uruguay,1.0,5.0,Friendly
1950-04-09,Chile,Uruguay,2.0,1.0,Friendly
1950-04-09,Portugal,España,2.0,2.0,FIFA World Cup qualification
1950-04-15,Scotland,Inglaterra,0.0,1.0,FIFA World Cup qualification
1950-04-16,Bélgica,Países Bajos,2.0,0.0,Friendly
1950-04-16,Corea del Sur,Taiwan,3.0,1.0,Friendly
1950-04-26,Scotland,Suiza,3.0,1.0,Friendly
1950-04-30,Paraguay,Uruguay,3.0,2.0,Friendly
1950-05-06,Brasil,Uruguay,3.0,4.0,Copa Rio Branco
1950-05-07,Brasil,Paraguay,2.0,0.0,Copa Oswaldo Cruz
1950-05-10,Bélgica,Republic Of Ireland,5.0,1.0,Friendly
1950-05-13,Brasil,Paraguay,3.0,3.0,Copa Oswaldo Cruz
1950-05-14,Austria,Hungary,5.0,3.0,Friendly
1950-05-14,Brasil,Uruguay,3.0,2.0,Copa Rio Branco
1950-05-14,Portugal,Inglaterra,3.0,5.0,Friendly
1950-05-18,Bélgica,Inglaterra,1.0,4.0,Friendly
1950-05-21,Portugal,Scotland,2.0,2.0,Friendly
1950-05-27,Francia,Scotland,0.0,1.0,Friendly
1950-05-28,Ghana,Nigeria,1.0,0.0,Friendly
1950-05-28,Turquía,Iran,6.0,1.0,Friendly
1950-06-04,Bélgica,Francia,4.0,1.0,Friendly
1950-06-08,Suecia,Países Bajos,4.0,1.0,Friendly
1950-06-11,Finland,Países Bajos,4.0,1.0,Friendly
1950-06-11,Suiza,Yugoslavia,0.0,4.0,Friendly
1950-06-14,Zimbabwe,Australia,0.0,5.0,Friendly
1950-06-17,Zimbabwe,Australia,1.0,4.0,Friendly
1950-06-22,Dinamarca,Noruega,4.0,0.0,Nordic Championship
1950-06-24,Brasil,México,4.0,0.0,FIFA World Cup
1950-06-24,South Africa,Australia,3.0,2.0,Friendly
1950-06-25,Chile,Inglaterra,0.0,2.0,FIFA World Cup
1950-06-25,Dinamarca,Noruega,1.0,4.0,Friendly
1950-06-25,Italia,Suecia,2.0,3.0,FIFA World Cup
1950-06-25,España,Estados Unidos,3.0,1.0,FIFA World Cup
1950-06-25,Suiza,Yugoslavia,0.0,3.0,FIFA World Cup
1950-06-28,Brasil,Suiza,2.0,2.0,FIFA World Cup
1950-06-28,México,Yugoslavia,1.0,4.0,FIFA World Cup
1950-06-29,Chile,España,0.0,2.0,FIFA World Cup
1950-06-29,Inglaterra,Estados Unidos,0.0,1.0,FIFA World Cup
1950-06-29,Paraguay,Suecia,2.0,2.0,FIFA World Cup
1950-07-01,Brasil,Yugoslavia,2.0,0.0,FIFA World Cup
1950-07-01,South Africa,Australia,2.0,1.0,Friendly
1950-07-02,Bolivia,Uruguay,0.0,8.0,FIFA World Cup
1950-07-02,Chile,Estados Unidos,5.0,2.0,FIFA World Cup
1950-07-02,Inglaterra,España,0.0,1.0,FIFA World Cup
1950-07-02,Italia,Paraguay,2.0,0.0,FIFA World Cup
1950-07-02,México,Suiza,1.0,2.0,FIFA World Cup
1950-07-08,South Africa,Australia,1.0,2.0,Friendly
1950-07-09,Brasil,Suecia,7.0,1.0,FIFA World Cup
1950-07-09,España,Uruguay,2.0,2.0,FIFA World Cup
1950-07-13,Brasil,España,6.0,1.0,FIFA World Cup
1950-07-13,Suecia,Uruguay,2.0,3.0,FIFA World Cup
1950-07-16,Brasil,Uruguay,1.0,2.0,FIFA World Cup
1950-07-16,España,Suecia,1.0,3.0,FIFA World Cup
1950-07-23,South Africa,Australia,0.0,2.0,Friendly
1950-08-15,Noruega,Luxembourg,2.0,2.0,Friendly
1950-09-03,Suecia,Yugoslavia,1.0,2.0,Friendly
1950-09-10,Noruega,Finland,4.0,1.0,Nordic Championship
1950-09-24,Finland,Suecia,0.0,1.0,Nordic Championship
1950-09-24,Noruega,Suecia,1.0,3.0,Nordic Championship
1950-10-07,Northern Ireland,Inglaterra,1.0,4.0,British Home Championship
1950-10-08,Austria,Yugoslavia,7.0,2.0,Friendly
1950-10-14,Jamaica,Haití,2.0,1.0,Friendly
1950-10-15,Suecia,Dinamarca,4.0,0.0,Nordic Championship
1950-10-15,Suiza,Países Bajos,7.0,5.0,Friendly
1950-10-21,Wales,Scotland,1.0,3.0,British Home Championship
1950-10-26,Iran,Afghanistan,4.0,0.0,Friendly
1950-10-28,Israel,Turquía,5.0,1.0,Friendly
1950-10-29,Hungary,Austria,4.0,3.0,Friendly
1950-11-01,Francia,Bélgica,3.0,3.0,Friendly
1950-11-01,Scotland,Northern Ireland,6.0,1.0,British Home Championship
1950-11-05,Austria,Dinamarca,5.0,1.0,Friendly
1950-11-05,Yugoslavia,Noruega,4.0,0.0,Friendly
1950-11-12,Bélgica,Países Bajos,7.0,2.0,Friendly
1950-11-12,Suiza,Suecia,4.0,2.0,Friendly
1950-11-15,Inglaterra,Wales,4.0,2.0,British Home Championship
1950-11-18,Curaçao,Suriname,2.0,3.0,Friendly
1950-11-22,Inglaterra,Yugoslavia,2.0,2.0,Friendly
1950-11-22,Alemania,Suiza,1.0,0.0,Friendly
1950-11-22,Trinidad And Tobago,Curaçao,3.0,2.0,Friendly
1950-11-26,Republic Of Ireland,Noruega,2.0,2.0,Friendly
1950-11-28,Curaçao,Suriname,3.0,0.0,Friendly
1950-12-02,Trinidad And Tobago,Curaçao,5.0,1.0,Friendly
1950-12-03,Turquía,Israel,3.0,2.0,Friendly
1950-12-10,Francia,Países Bajos,5.0,2.0,Friendly
1950-12-13,Scotland,Austria,0.0,1.0,Friendly
1951-02-06,Francia,Yugoslavia,2.0,1.0,Friendly
1951-02-18,España,Suiza,6.0,3.0,Friendly
1951-02-27,Panamá,Costa Rica,2.0,0.0,CCCF Championship
1951-02-28,Panamá,Nicaragua,4.0,0.0,CCCF Championship
1951-03-02,Panamá,Costa Rica,1.0,1.0,CCCF Championship
1951-03-04,Panamá,Nicaragua,6.0,2.0,CCCF Championship
1951-03-05,Iran,Myanmar,2.0,0.0,Asian Games
1951-03-07,Iran,Japón,0.0,0.0,Asian Games
1951-03-08,Iran,Japón,3.0,2.0,Asian Games
1951-03-09,Japón,Afghanistan,2.0,0.0,Asian Games
1951-03-10,India,Iran,1.0,0.0,Asian Games
1951-04-08,Portugal,Italia,1.0,4.0,Friendly
1951-04-14,Inglaterra,Scotland,2.0,3.0,British Home Championship
1951-04-15,Países Bajos,Bélgica,5.0,4.0,Friendly
1951-04-15,Suiza,Alemania,2.0,3.0,Friendly
1951-05-09,Inglaterra,Argentina,2.0,1.0,Friendly
1951-05-12,Northern Ireland,Francia,2.0,2.0,Friendly
1951-05-12,Scotland,Dinamarca,3.0,1.0,Friendly
1951-05-12,Wales,Portugal,2.0,1.0,Friendly
1951-05-13,Republic Of Ireland,Argentina,0.0,1.0,Friendly
1951-05-16,Scotland,Francia,1.0,0.0,Friendly
1951-05-16,Wales,Suiza,3.0,2.0,Friendly
1951-05-19,Inglaterra,Portugal,5.0,2.0,Friendly
1951-05-20,Bélgica,Scotland,0.0,5.0,Friendly
1951-05-27,Austria,Scotland,4.0,0.0,Friendly
1951-05-30,Noruega,Republic Of Ireland,2.0,3.0,Friendly
1951-06-03,Italia,Francia,4.0,1.0,Friendly
1951-06-06,Países Bajos,Noruega,2.0,3.0,Friendly
1951-06-10,Bélgica,España,3.0,3.0,Friendly
1951-06-10,Suecia,Turquía,3.0,1.0,Friendly
1951-06-17,Dinamarca,Austria,3.0,3.0,Friendly
1951-06-17,Alemania,Turquía,1.0,2.0,Friendly
1951-06-17,Portugal,Bélgica,1.0,1.0,Friendly
1951-06-17,Suecia,España,0.0,0.0,Friendly
1951-06-24,Yugoslavia,Suiza,7.0,3.0,Friendly
1951-06-29,Iceland,Suecia,4.0,3.0,Friendly
1951-07-26,Noruega,Iceland,3.0,1.0,Friendly
1951-08-16,Finland,Noruega,1.0,1.0,Nordic Championship
1951-08-23,Noruega,Yugoslavia,2.0,4.0,Friendly
1951-09-02,Suecia,Finland,3.0,2.0,Nordic Championship
1951-09-02,Yugoslavia,Suecia,2.0,1.0,Friendly
1951-09-16,Noruega,Dinamarca,2.0,0.0,Nordic Championship
1951-09-19,New Caledonia,Nueva Zelanda,2.0,0.0,Friendly
1951-09-22,New Caledonia,Nueva Zelanda,4.0,6.0,Friendly
1951-09-23,Austria,Alemania,0.0,2.0,Friendly
1951-09-24,New Caledonia,Nueva Zelanda,2.0,0.0,Friendly
1951-09-30,New Caledonia,Nueva Zelanda,1.0,3.0,Friendly
1951-09-30,Suecia,Noruega,3.0,4.0,Nordic Championship
1951-10-03,Inglaterra,Francia,2.0,2.0,Friendly
1951-10-04,Nueva Zelanda,Vanuatu,9.0,0.0,Friendly
1951-10-06,Northern Ireland,Scotland,0.0,3.0,British Home Championship
1951-10-07,Fiji,Nueva Zelanda,4.0,6.0,Friendly
1951-10-14,Bélgica,Austria,1.0,8.0,Friendly
1951-10-14,Suiza,Francia,1.0,2.0,Friendly
1951-10-17,Republic Of Ireland,Alemania,3.0,2.0,Friendly
1951-10-20,Nigeria,Ghana,5.0,0.0,Friendly
1951-10-20,Wales,Inglaterra,1.0,1.0,British Home Championship
1951-10-21,Dinamarca,Suecia,3.0,1.0,Nordic Championship
1951-10-27,Países Bajos,Finland,4.0,4.0,Friendly
1951-11-01,Francia,Austria,2.0,2.0,Friendly
1951-11-11,Italia,Suecia,1.0,1.0,Friendly
1951-11-14,Inglaterra,Northern Ireland,2.0,0.0,British Home Championship
1951-11-14,Scotland,Wales,0.0,1.0,British Home Championship
1951-11-14,Turquía,Suecia,1.0,0.0,Friendly
1951-11-21,Turquía,Alemania,0.0,2.0,Friendly
1951-11-25,Greece,Egipto,1.0,0.0,Friendly
1951-11-25,Países Bajos,Bélgica,6.0,7.0,Friendly
1951-11-25,Suiza,Italia,1.0,1.0,Central European International Cup
1951-11-28,Inglaterra,Austria,2.0,2.0,Friendly
